"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047821","1931-12","37.34972","-121.90333","20.4","SAN JOSE, CA US","251.2","0","0.0",",0","17",",0","11",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","19311216",",,0","19311231","+,,0","19311231","+,,0","","","19311213",",,0","19311218",",,0","-1.7",",0,16,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,13,","17.8",",0,18,","663.9","0","302.1",",0","141.5",",,,0","0",",,,0","8.59",",0","12.88",",,,0","4.30",",,,0"
"USC00047821","1932-01","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","1",",0","0",",0","","","19320125","+,,0","19320131","+,,0","19320113","+,,0","","","19320114",",,0","19320110",",,0","-0.6",",0,25,+","0",",,0,31,+","0",",T,0,13,+","17.3",",,0,14,","21.1",",0,10,","974.4","0","310.5",",0","57.8",",,,0","0",",T,,0","8.32",",0","13.31",",,,0","3.33",",,,0"
"USC00047821","1932-02","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","0","0.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","","","19320215",",,0","19320229","+,,0","19320202","+,,0","","","19320208",",,0","19320227",",,0","-1.7",",0,15,","0",",,0,29,+","0",",T,0,02,+","35.3",",,0,08,","26.1",",0,27,","1232.2","0","257.8",",0","64.2",",,,0","0",",T,,0","9.44",",0","15.04",",,,0","3.84",",,,0"
"USC00047821","1932-03","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","19320304",",,0","19320331","+,,0","19320331","+,,0","","","19320314",",,0","19320331",",,0","1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,14,","26.7",",0,31,","1390.7","0","158.5",",0","11.4",",,,0","0",",,,0","13.22",",0","19.88",",,,0","6.56",",,,0"
"USC00047821","1932-04","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.5","0","0.5",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","19320407","+,,0","19320430","+,,0","19320430","+,,0","","","19320424",",,0","19320411","+,,0","2.2",",0,07,+","0",",,0,30,+","0",",,0,30,+","2.5",",,0,24,","28.3",",0,11,+","1544.1","0","153.4",",0","5.2",",,,0","0",",,,0","13.24",",0","19.94",",,,0","6.54",",,,0"
"USC00047821","1932-05","37.34972","-121.90333","20.4","SAN JOSE, CA US","7.2","0","6.7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","19320515","+,,0","19320531","+,,0","19320531","+,,0","","","19320503",",,0","19320526",",,0","7.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","10.2",",,0,03,","32.8",",0,26,","1612.4","0","68.3",",0","12.3",",,,0","0",",,,0","16.35",",0","22.65",",,,0","10.04",",,,0"
"USC00047821","1932-06","37.34972","-121.90333","20.4","SAN JOSE, CA US","45.4","0","38.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","19320606",",,0","19320630","+,,0","19320630","+,,0","","","19320630","+,,0","19320608",",,0","7.8",",0,06,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","33.3",",0,08,","1641.2","0","28.8",",0","0.0",",,,0","0",",,,0","18.65",",0","25.74",",,,0","11.55",",,,0"
"USC00047821","1932-07","37.34972","-121.90333","20.4","SAN JOSE, CA US","83.5","0","38.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","19320729",",,0","19320731","+,,0","19320731","+,,0","","","19320731","+,,0","19320708",",,0","8.3",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","34.4",",0,08,","15.0","0","15.0",",0","0.0",",,,0","0",",,,0","19.08",",0","26.37",",,,0","11.78",",,,0"
"USC00047821","1932-08","37.34972","-121.90333","20.4","SAN JOSE, CA US","128.2","0","44.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19320817",",,0","19320831","+,,0","19320831","+,,0","","","19320807","+,,0","19320823",",,0","8.3",",0,17,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,07,+","35.0",",0,23,","29.8","0","14.8",",0","0.0",",T,,0","0",",,,0","19.30",",0","27.09",",,,0","11.51",",,,0"
"USC00047821","1932-09","37.34972","-121.90333","20.4","SAN JOSE, CA US","183.1","0","54.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19320922",",,0","19320930","+,,0","19320930","+,,0","","","19320930","+,,0","19320909",",,0","7.2",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","37.2",",0,09,","34.8","0","5.0",",0","0.0",",,,0","0",",,,0","20.00",",0","27.75",",,,0","12.24",",,,0"
"USC00047821","1932-10","37.34972","-121.90333","20.4","SAN JOSE, CA US","188.6","0","5.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19321031",",,0","19321031","+,,0","19321031","+,,0","","","19321014","+,,0","19321010",",,0","3.9",",0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,14,+","28.3",",0,10,","104.8","0","70.0",",0","0.0",",T,,0","0",",,,0","16.25",",0","23.19",",,,0","9.32",",,,0"
"USC00047821","1932-11","37.34972","-121.90333","20.4","SAN JOSE, CA US","193.6","0","5.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19321104",",,0","19321130","+,,0","19321130","+,,0","","","19321129",",,0","19321117",",,0","1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,29,","28.9",",0,17,","225.8","0","121.0",",0","9.2",",,,0","0",",,,0","14.47",",0","21.07",",,,0","7.86",",,,0"
"USC00047821","1932-12","37.34972","-121.90333","20.4","SAN JOSE, CA US","193.6","0","0.0",",0","7",",0","4",",0","0",",0","1",",0","1",",0","0",",0","10",",0","0",",0","1",",0","0",",0","","","19321212",",,0","19321211",",,0","19321211",",,0","","","19321223",",,0","19321206",",,0","-6.7",",0,12,","25",",,0,11,","25",",,0,11,","16.5",",,0,23,","21.1",",0,06,","580.6","0","354.8",",0","51.3",",,,0","25",",,,0","6.89",",0","12.43",",,,0","1.34",",,,0"
"USC00047821","1933-01","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",0","12",",0","10",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","19330117",",,0","19330131","+,,0","19330125",",,0","","","19330127",",,0","19330113",",,0","-2.8",",0,17,","0",",,0,31,+","0",",T,0,25,","22.6",",,0,27,","18.9",",0,13,","942.5","6","361.9",",0","104.5",",,,0","0",",T,,0","6.66",",0","11.40",",,,0","1.92",",,,0"
"USC00047821","1933-02","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","19330210",",,0","19330228","+,,0","19330228","+,,0","","","19330211",",,0","19330225",",,0","-1.7",",0,10,","0",",,0,28,+","0",",,0,28,+","6.9",",,0,11,","18.3",",0,25,","1199.8","6","257.3",",0","10.2",",,,0","0",",,,0","9.14",",0","15.17",",,,0","3.12",",,,0"
"USC00047821","1933-03","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","19330322",",,0","19330331","+,,0","19330331","+,,0","","","19330312",",,0","19330319",",,0","2.2",",0,22,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,12,","23.9",",0,19,","1380.3","6","180.5",",0","37.5",",,,0","0",",,,0","12.51",",0","18.05",",,,0","6.97",",,,0"
"USC00047821","1933-04","37.34972","-121.90333","20.4","SAN JOSE, CA US","2.2","6","2.2",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","19330409",",,0","19330430","+,,0","19330417",",,0","","","19330428",",,0","19330414",",,0","1.1",",0,09,","0",",,0,30,+","0",",T,0,17,","1.8",",,0,28,","30.6",",0,14,","1529.1","6","148.8",",0","3.8",",,,0","0",",T,,0","13.45",",0","19.93",",,,0","6.97",",,,0"
"USC00047821","1933-05","37.34972","-121.90333","20.4","SAN JOSE, CA US","9.2","6","7.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","2",",0","","","19330508",",,0","19330531","+,,0","19330531","+,,0","","","19330507",",,0","19330528",",,0","3.9",",0,08,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,07,","32.8",",0,28,","1680.0","6","150.9",",0","9.4",",,,0","0",",,,0","13.69",",0","19.54",",,,0","7.84",",,,0"
"USC00047821","1933-06","37.34972","-121.90333","20.4","SAN JOSE, CA US","16.7","6","7.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19330619","+,,0","19330630","+,,0","19330630","+,,0","","","19330605","+,,0","19330613",",,0","6.7",",0,19,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,05,+","31.1",",0,13,","1737.0","6","57.0",",0","0.0",",T,,0","0",",,,0","16.68",",0","23.18",",,,0","10.18",",,,0"
"USC00047821","1933-07","37.34972","-121.90333","20.4","SAN JOSE, CA US","80.0","6","63.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19330710",",,0","19330731","+,,0","19330731","+,,0","","","19330731","+,,0","19330711",",,0","9.4",",0,10,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","35.6",",0,11,","4.2","6","4.2",",0","0.0",",,,0","0",",,,0","20.24",",0","28.15",",,,0","12.33",",,,0"
"USC00047821","1933-08","37.34972","-121.90333","20.4","SAN JOSE, CA US","137.3","6","57.3",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","19330830","+,,6","","","","","","","19330815",",,6","19330813",",,6","8.3",",6,30,+","","","","","0.0",",T,6,15,","34.4",",6,13,","10.1","6","5.9",",6","0.0",",T,,6","","","19.99",",6","27.16",",,,6","12.82",",,,6"
"USC00047821","1933-09","37.34972","-121.90333","20.4","SAN JOSE, CA US","147.6","6","10.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","19330923",",,0","19330930","+,,0","19330930","+,,0","","","19330906",",,0","19330930",",,0","7.2",",0,23,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,06,","33.3",",0,30,","36.5","6","26.4",",0","0.3",",,,0","0",",,,0","17.79",",0","24.83",",,,0","10.75",",,,0"
"USC00047821","1933-10","37.34972","-121.90333","20.4","SAN JOSE, CA US","179.6","6","32.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","5",",0","","","19331022","+,,0","19331031","+,,0","19331031","+,,0","","","19331030",",,0","19331005",",,0","6.1",",0,22,+","0",",,0,31,+","0",",,0,31,+","15.7",",,0,30,","35.0",",0,05,","78.5","6","42.0",",0","19.8",",,,0","0",",,,0","18.01",",0","24.91",",,,0","11.11",",,,0"
"USC00047821","1933-11","37.34972","-121.90333","20.4","SAN JOSE, CA US","179.6","6","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","19331130",",,0","19331130","+,,0","19331130","+,,0","","","19331130","+,,0","19331113",",,0","1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.7",",0,13,","234.1","6","155.6",",0","0.0",",,,0","0",",,,0","13.15",",0","20.83",",,,0","5.46",",,,0"
"USC00047821","1933-12","37.34972","-121.90333","20.4","SAN JOSE, CA US","179.6","6","0.0",",6","10",",6","9",",6","0",",6","","","","","0",",6","1",",6","0",",6","0",",6","0",",6","","","19331217",",,6","","","","","","","19331212",",,6","19331210",",,6","-0.6",",6,17,","","","","","15.5",",,6,12,","20.6",",6,10,","505.1","6","271.0",",6","77.4",",,,6","","","9.59",",6","14.18",",,,6","5.00",",,,6"
"USC00047821","1934-01","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","","","19340112",",,6","","","19340131","+,,6","","","19340101",",,6","19340128",",,6","0.6",",6,12,","","","0",",,6,31,+","8.6",",,6,01,","20.6",",6,28,","761.8","6","256.7",",6","10.4",",,,6","0",",,,6","10.05",",6","15.27",",,,6","4.83",",,,6"
"USC00047821","1934-02","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",6","13",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","2",",6","0",",6","","","19340211",",,6","","","19340228","+,,6","","","19340223",",,6","19340212",",,6","2.8",",6,11,","","","0",",,6,28,+","19.8",",,6,23,","21.7",",6,12,","927.9","6","166.1",",6","66.0",",,,6","0",",,,6","12.40",",6","17.26",",,,6","7.54",",,,6"
"USC00047821","1934-03","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.9","6","0.9",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","0",",6","","","19340317",",,6","","","","","","","19340329","+,,6","19340309",",,6","5.6",",6,17,","","","","","0.0",",T,6,29,+","27.8",",6,09,","1004.8","6","76.9",",6","0.0",",T,,6","","","15.88",",6","22.10",",,,6","9.66",",,,6"
"USC00047821","1934-04","37.34972","-121.90333","20.4","SAN JOSE, CA US","2.0","6","1.1","1,6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0","1,6","22","1,6","0","1,6","","","19340404","+,,6","","","","","","","19340430",",,6","19340406",",1,6","5.0",",6,04,+","","","","","4.1",",,6,30,","30.0","1,6,06,","1076.0","6","71.2","1,6","8.7",",,,6","","","15.85","1,6","22.74","1,,,6","8.95",",,,6"
"USC00047821","1934-05","37.34972","-121.90333","20.4","SAN JOSE, CA US","17.0","6","15.0",",6","4",",6","1",",6","1",",6","","","","","0",",6","0",",6","0",",6","24",",6","2",",6","","","19340518",",,6","","","","","","","19340525",",,6","19340511",",,6","6.7",",6,18,","","","","","26.9",",,6,25,","35.6",",6,11,","1124.7","6","48.7",",6","31.2",",,,6","","","17.25",",6","23.58",",,,6","10.91",",,,6"
"USC00047821","1934-06","37.34972","-121.90333","20.4","SAN JOSE, CA US","55.9","6","38.9",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","2",",6","","","19340602",",,6","","","","","","","19340604",",,6","19340629",",,6","6.7",",6,02,","","","","","4.3",",,6,04,","38.9",",6,29,","1155.0","6","30.3",",6","8.4",",,,6","","","18.62",",6","25.27",",,,6","11.97",",,,6"
"USC00047821","1934-07","37.34972","-121.90333","20.4","SAN JOSE, CA US","97.7","6","41.8",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","31",",6","4",",6","","","19340726","+,,6","","","19340731","+,,6","","","","","19340711",",,6","9.4",",6,26,+","","","0",",,6,31,+","","","35.0",",6,11,","16.4","6","16.4",",6","","","0",",,,6","19.15",",6","26.12",",,,6","12.18",",,,6"
"USC00047821","1934-08","37.34972","-121.90333","20.4","SAN JOSE, CA US","138.5","6","40.8",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","19340817","+,,6","","","","","","","19340825","+,,6","19340818",",,6","10.0",",6,17,+","","","","","0.0",",T,6,25,+","36.1",",6,18,","21.7","6","5.3",",6","0.0",",T,,6","","","19.48",",6","26.33",",,,6","12.63",",,,6"
"USC00047821","1934-09","37.34972","-121.90333","20.4","SAN JOSE, CA US","190.1","6","51.6",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","5",",6","","","19340926",",,6","","","","","","","19340923",",,6","19340914",",,6","5.6",",6,26,","","","","","3.0",",,6,23,","36.1",",6,14,","45.3","6","23.6",",6","5.8",",,,6","","","19.27",",6","27.44",",,,6","11.09",",,,6"
"USC00047821","1934-10","37.34972","-121.90333","20.4","SAN JOSE, CA US","197.9","6","7.8",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","","","19341023",",,6","","","","","","","19341006",",,6","19341009",",,6","5.0",",6,23,","","","","","4.3",",,6,06,","31.7",",6,09,","115.9","6","70.6",",6","13.3",",,,6","","","16.31",",6","22.96",",,,6","9.65",",,,6"
"USC00047821","1934-11","37.34972","-121.90333","20.4","SAN JOSE, CA US","197.9","6","0.0",",6","8",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","7",",6","0",",6","","","19341128",",,6","","","19341130","+,,6","","","19341118",",,6","19341106",",,6","2.8",",6,28,","","","0",",,6,30,+","25.7",",,6,18,","25.0",",6,06,","263.4","6","147.5",",6","55.6",",,,6","0",",,,6","13.42",",6","18.56",",,,6","8.28",",,,6"
"USC00047821","1934-12","37.34972","-121.90333","20.4","SAN JOSE, CA US","197.9","6","0.0",",6","9",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","1",",6","0",",6","","","19341203",",,6","","","19341231","+,,6","","","19341227",",,6","19341207",",,6","0.6",",6,03,","","","0",",,6,31,+","32.5",",,6,27,","21.7",",6,07,","533.2","6","269.8",",6","70.7",",,,6","0",",,,6","9.63",",6","14.58",",,,6","4.68",",,,6"
"USC00047821","1935-01","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0","1,6","13",",6","9",",6","1",",6","","","0",",6","0","1,6","3","1,6","0",",6","0",",6","0",",6","","","19350120",",1,6","","","19350131","+,,6","","","19350104",",,6","19350125",",,6","-1.7","1,6,20,","","","0",",,6,31,+","29.5",",,6,04,","20.0",",6,25,","811.3","6","278.1",",6","92.9",",,,6","0",",,,6","9.16","1,6","13.98",",,,6","4.35","1,,,6"
"USC00047821","1935-02","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",6","6",",6","2",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","2",",6","0",",6","","","19350225",",,6","","","19350228","+,,6","","","19350228",",,6","19350219","+,,6","0.0",",6,25,","","","0",",,6,28,+","12.2",",,6,28,","22.2",",6,19,+","1018.7","6","207.4",",6","20.6",",,,6","0",",,,6","10.93",",6","16.44",",,,6","5.41",",,,6"
"USC00047821","1935-03","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",6","11",",6","7",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","3",",6","0",",6","","","19350310",",,6","","","19350309",",,6","","","19350323",",,6","19350329",",,6","-0.6",",6,10,","","","0",",T,6,09,","15.7",",,6,23,","26.7",",6,29,","1271.0","6","252.3",",6","66.6",",,,6","0",",T,,6","10.19",",6","16.17",",,,6","4.22",",,,6"
"USC00047821","1935-04","37.34972","-121.90333","20.4","SAN JOSE, CA US","1.9","6","1.9","5,6","10",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","0","5,6","7","5,6","0","5,6","","","19350410",",,6","","","19350430","+,,6","","","19350403",",,6","19350426",",5,6","3.9",",6,10,","","","0",",,6,30,+","32.8",",,6,03,","28.9","5,6,26,","1371.6","6","100.6","5,6","85.9",",,,6","0",",,,6","14.47","5,6","20.33","5,,,6","8.61",",,,6"
"USC00047821","1935-05","37.34972","-121.90333","20.4","SAN JOSE, CA US","11.9","6","10.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","20",",6","2",",6","","","19350501",",,6","","","19350531","+,,6","","","19350529","+,,6","19350521",",,6","5.6",",6,01,","","","0",",,6,31,+","0.0",",T,6,29,+","33.3",",6,21,","1447.8","6","76.2",",6","0.0",",T,,6","0",",,,6","16.20",",6","22.76",",,,6","9.63",",,,6"
"USC00047821","1935-06","37.34972","-121.90333","20.4","SAN JOSE, CA US","56.5","6","44.6",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","5",",6","","","19350615",",,6","","","19350630","+,,6","","","19350630","+,,6","19350603",",,6","7.2",",6,15,","","","0",",,6,30,+","0.0",",,6,30,+","35.6",",6,03,","1468.9","6","21.1",",6","0.0",",,,6","0",",,,6","19.12",",6","26.85",",,,6","11.39",",,,6"
"USC00047821","1935-07","37.34972","-121.90333","20.4","SAN JOSE, CA US","115.3","6","58.8",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","7",",6","","","19350707",",,6","","","","","","","19350714",",,6","19350717",",,6","7.8",",6,07,","","","","","0.0",",T,6,14,","36.1",",6,17,","17.0","6","17.0",",6","0.0",",T,,6","","","19.68",",6","27.33",",,,6","12.03",",,,6"
"USC00047821","1935-08","37.34972","-121.90333","20.4","SAN JOSE, CA US","167.4","6","52.1",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","19350817","+,,6","","","","","","","19350826",",,6","19350811",",,6","9.4",",6,17,+","","","","","13.7",",,6,26,","36.7",",6,11,","23.1","6","6.1",",6","13.7",",,,6","","","19.81",",6","27.14",",,,6","12.49",",,,6"
"USC00047821","1935-09","37.34972","-121.90333","20.4","SAN JOSE, CA US","193.8","6","26.4",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","3",",6","","","19350911",",,6","","","","","","","19350930","+,,6","19350917",",,6","7.8",",6,11,","","","","","0.0",",T,6,30,+","36.7",",6,17,","44.8","6","21.7",",6","0.0",",T,,6","","","18.49",",6","24.70",",,,6","12.28",",,,6"
"USC00047821","1935-10","37.34972","-121.90333","20.4","SAN JOSE, CA US","196.3","6","2.5",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","0",",6","","","19351031",",,6","","","","","","","19351011",",,6","19351027","+,,6","0.6",",6,31,","","","","","10.7",",,6,11,","25.6",",6,27,+","140.0","6","95.2",",6","25.2",",,,6","","","15.34",",6","21.78",",,,6","8.90",",,,6"
"USC00047821","1935-11","37.34972","-121.90333","20.4","SAN JOSE, CA US","196.3","6","0.0","1,6","5",",6","0",",6","0",",6","","","","","0","1,6","2","1,6","0",",6","6",",6","0",",6","","","19351105","+,1,6","","","","","","","19351101",",,6","19351129","+,,6","-0.6","1,6,05,+","","","","","1.3",",,6,01,","21.7",",6,29,+","348.0","6","208.0",",6","3.0",",,,6","","","11.23","1,6","17.73",",,,6","4.72","1,,,6"
"USC00047821","1935-12","37.34972","-121.90333","20.4","SAN JOSE, CA US","196.3","6","0.0","1,6","10",",6","4",",6","0",",6","","","","","0",",6","5",",6","0","1,6","0","1,6","0","1,6","","","19351219","+,,6","","","","","","","19351229",",,6","19351220","+,1,6","-1.1",",6,19,+","","","","","9.9",",,6,29,","19.4","1,6,20,+","602.6","6","254.6","1,6","26.7",",,,6","","","9.80","1,6","15.50","1,,,6","4.11",",,,6"
"USC00047821","1936-01","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0","1,6","12",",6","5",",6","0",",6","","","","","0",",6","0",",6","0","1,6","0","1,6","0","1,6","","","19360118",",,6","","","","","","","19360109",",,6","19360129","+,1,6","1.1",",6,18,","","","","","8.4",",,6,09,","19.4","1,6,29,+","821.6","6","219.0","1,6","38.2",",,,6","","","10.98","1,6","15.76","1,,,6","6.21",",,,6"
"USC00047821","1936-02","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0","2,6","17",",6","14",",6","2",",6","","","0",",6","0","2,6","1","2,6","0",",6","1",",6","0",",6","","","19360204",",2,6","","","19360229","+,,6","","","19360201",",,6","19360229",",,6","0.0","2,6,04,","","","0",",,6,29,+","38.6",",,6,01,","22.2",",6,29,","1008.6","6","187.0",",6","145.7",",,,6","0",",,,6","11.43","2,6","15.91",",,,6","6.96","2,,,6"
"USC00047821","1936-03","37.34972","-121.90333","20.4","SAN JOSE, CA US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","15",",6","0",",6","","","19360326",",,6","","","","","","","19360330",",,6","19360302",",,6","0.6",",6,26,","","","","","9.9",",,6,30,","26.7",",6,02,","1166.5","6","157.9",",6","18.5",",,,6","","","13.24",",6","19.67",",,,6","6.81",",,,6"
"USC00047821","1936-04","37.34972","-121.90333","20.4","SAN JOSE, CA US","5.6","6","5.6","1,6","4",",6","1",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","17",",6","0",",6","","","19360401",",1,6","","","19360430","+,,6","","","19360403",",,6","19360411",",,6","1.1","1,6,01,","","","0",",,6,30,+","17.3",",,6,03,","30.6",",6,11,","1267.1","6","100.6",",6","22.4",",,,6","0",",,,6","15.18","1,6","21.74",",,,6","8.62","1,,,6"
"USC00047821","1936-05","37.34972","-121.90333","20.4","SAN JOSE, CA US","30.7","6","25.1",",6","4",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","4",",6","","","19360520",",,6","","","","","","","19360530",",,6","19360522",",,6","7.2",",6,20,","","","","","9.1",",,6,30,","33.3",",6,22,","1306.0","6","38.9",",6","19.0",",,,6","","","17.89",",6","24.68",",,,6","11.09",",,,6"
"USC00047821","1936-06","37.34972","-121.90333","20.4","SAN JOSE, CA US","72.5","6","41.8",",6","3",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","2",",6","","","19360626",",,6","","","","","","","19360602",",,6","19360611",",,6","8.9",",6,26,","","","","","2.0",",,6,02,","34.4",",6,11,","1323.5","6","17.5",",6","3.0",",,,6","","","19.14",",6","25.80",",,,6","12.49",",,,6"
"USC00047821","1936-07","37.34972","-121.90333","20.4","SAN JOSE, CA US","155.6","6","83.1",",6","2",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","19360717",",,6","","","","","","","19360710",",,6","19360718",",,6","9.4",",6,17,","","","","","0.5",",,6,10,","34.4",",6,18,","3.6","6","3.6",",6","0.8",",,,6","","","20.90",",6","28.73",",,,6","13.07",",,,6"
